name,recursiv,unguarded_recursiv,invalid_reference,illegal_draft
taskfile.json,,,,
taurus.json,,,,
template.json,TRUE,,,
templatesources.json,,,,
toolinfo.1.1.0.json,,,,
traefik-v2-file-provider.json,,,,
traefik-v2.json,,,,
travis.json,,,,
ts-force-config.json,,,,
tsconfig.json,,,,
tsd.json,,,,
tsdrc.json,,,,
tslint.json,,,,
tsoa.json,,,,
typewiz.json,,,,
typings.json,,,,
typingsrc.json,,,,
ui5-manifest.json,,,,
up.json,,,,
vega-lite.json,TRUE,,,
vega.json,TRUE,,,
vim-addon-info.json,TRUE,,,
vs-2017.3.host.json,,,,
vs-nesting.json,,,,
vsconfig.json,,,,
vsext.json,,,,
vsix-manifestinjection.json,,,,
vsix-publish.json,,,,
vsls.json,,,,
vss-extension.json,,,,
web-manifest-app-info.json,,,,
web-manifest-combined.json,,,,
web-manifest.json,,,,
web-types.json,,,,
webextension.json,,,,
webjob-publish-settings.json,,,,
webjobs-list.json,,,,
winget-pkgs-installer-1.0.0.json,,,,
winget-pkgs-locale-1.0.0.json,,,,
winget-pkgs-singleton-0.1.json,,,,
winget-pkgs-singleton-1.0.0.json,,,,
workflows.json,TRUE,,,
xs-app.json,,,,
xunit.runner.schema.json,,,,
